Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1984","1984","°c","-1.468","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1985","1985","°c","-1.66","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1986","1986","°c","-1.355","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1987","1987","°c","0.298","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1988","1988","°c","1.602","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1989","1989","°c","2.46","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1990","1990","°c","-0.048","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1991","1991","°c","1.384","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1992","1992","°c","1.671","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1993","1993","°c","1.73","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1994","1994","°c","0.445","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1995","1995","°c","0.483","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1996","1996","°c","0.577","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1997","1997","°c","0.836","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1998","1998","°c","0.235","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","1999","1999","°c","1.133","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2000","2000","°c","1.736","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2001","2001","°c","-0.243","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2002","2002","°c","1.554","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2003","2003","°c","0.031","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2004","2004","°c","0.641","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2005","2005","°c","0.571","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2006","2006","°c","0.278","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2007","2007","°c","1.955","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2008","2008","°c","0.747","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2009","2009","°c","1.317","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2010","2010","°c","1.117","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2011","2011","°c","-1.153","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2012","2012","°c","-0.155","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2013","2013","°c","-0.245","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2015","2015","°c","1.34","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2016","2016","°c","1.259","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2017","2017","°c","1.027","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2018","2018","°c","0.417","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2019","2019","°c","1.338","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2020","2020","°c","2.843","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2021","2021","°c","0.423","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2022","2022","°c","0.619","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7001","January","2023","2023","°c","0.798","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1961","1961","°c","-0.624","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1962","1962","°c","0.344","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1963","1963","°c","-1.071","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1964","1964","°c","-1.136","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1965","1965","°c","-0.322","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1966","1966","°c","1.221","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1967","1967","°c","-0.46","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1968","1968","°c","-2.159","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1969","1969","°c","0.155","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1970","1970","°c","0.561","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1971","1971","°c","-0.045","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1972","1972","°c","0.683","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1973","1973","°c","1.591","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1974","1974","°c","-0.294","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1975","1975","°c","-0.776","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1976","1976","°c","1.489","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1977","1977","°c","-1.794","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1978","1978","°c","-1.794","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1979","1979","°c","2.021","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1980","1980","°c","-1.438","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1981","1981","°c","-0.431","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1982","1982","°c","-0.468","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1983","1983","°c","-0.69","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1984","1984","°c","-2.321","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1985","1985","°c","0.712","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1986","1986","°c","-1.921","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1987","1987","°c","0.531","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1988","1988","°c","-0.801","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1989","1989","°c","1.916","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1990","1990","°c","2.937","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1991","1991","°c","0.068","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1992","1992","°c","0.632","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1993","1993","°c","1.482","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1994","1994","°c","0.981","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1995","1995","°c","0.468","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1996","1996","°c","-0.296","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1997","1997","°c","0.852","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1998","1998","°c","1.607","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","1999","1999","°c","0.355","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2000","2000","°c","-0.563","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2001","2001","°c","0.209","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2002","2002","°c","1.732","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2003","2003","°c","0.848","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2004","2004","°c","1.877","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2005","2005","°c","0.088","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2006","2006","°c","1.136","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2007","2007","°c","2.541","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2008","2008","°c","-0.41","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2009","2009","°c","2.353","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2010","2010","°c","1.576","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2011","2011","°c","1.631","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2012","2012","°c","-0.52","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2013","2013","°c","0.424","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2015","2015","°c","1.265","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2016","2016","°c","1.32","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2017","2017","°c","1.085","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2018","2018","°c","-0.335","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2019","2019","°c","2.065","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2020","2020","°c","2.329","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2021","2021","°c","2.219","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2022","2022","°c","0.169","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7002","February","2023","2023","°c","1.624","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1961","1961","°c","0.61","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1962","1962","°c","-0.247","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1963","1963","°c","-0.055","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1964","1964","°c","-0.186","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1965","1965","°c","-1.63","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1966","1966","°c","1.383","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1967","1967","°c","0.577","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1968","1968","°c","0.648","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1969","1969","°c","-0.878","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1970","1970","°c","-2.769","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1971","1971","°c","-0.503","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1972","1972","°c","0.611","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1973","1973","°c","-0.576","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1974","1974","°c","-0.815","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1975","1975","°c","-0.397","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1976","1976","°c","0.103","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1977","1977","°c","0.563","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1978","1978","°c","-0.406","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1979","1979","°c","0.304","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1980","1980","°c","-0.026","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1981","1981","°c","0.108","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1982","1982","°c","0.946","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1983","1983","°c","0.03","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1984","1984","°c","-2.37","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1985","1985","°c","0.445","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1986","1986","°c","-0.522","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1987","1987","°c","0.438","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1988","1988","°c","-0.186","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1989","1989","°c","1.119","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1990","1990","°c","1.716","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1991","1991","°c","1.294","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1992","1992","°c","1.542","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1993","1993","°c","0.28","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1994","1994","°c","-0.482","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1995","1995","°c","0.486","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1996","1996","°c","0.269","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1997","1997","°c","1.239","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1998","1998","°c","1.514","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","1999","1999","°c","1.395","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2000","2000","°c","0.223","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2001","2001","°c","0.462","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2002","2002","°c","2.48","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2003","2003","°c","0.146","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2004","2004","°c","0.992","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2005","2005","°c","-0.043","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2006","2006","°c","0.515","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2007","2007","°c","1.198","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2008","2008","°c","1.778","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2009","2009","°c","1.319","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2010","2010","°c","0.842","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2011","2011","°c","-0.562","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2012","2012","°c","0.395","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2013","2013","°c","1.823","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2015","2015","°c","1.862","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2016","2016","°c","1.807","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2017","2017","°c","0.501","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2018","2018","°c","2.509","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2019","2019","°c","2.013","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2020","2020","°c","2.625","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2021","2021","°c","3.549","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2022","2022","°c","2.443","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7003","March","2023","2023","°c","3.88","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1961","1961","°c","0.773","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1962","1962","°c","0.071","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1963","1963","°c","0.569","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1964","1964","°c","2.279","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1965","1965","°c","-2.018","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1966","1966","°c","-0.215","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1967","1967","°c","0.298","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1968","1968","°c","-0.02","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1969","1969","°c","-0.047","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1970","1970","°c","-0.886","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1971","1971","°c","-0.283","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1972","1972","°c","-0.024","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1973","1973","°c","1.36","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1974","1974","°c","0.127","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1975","1975","°c","0.411","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1976","1976","°c","-0.33","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1977","1977","°c","0.223","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1978","1978","°c","-0.552","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1979","1979","°c","-0.747","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1980","1980","°c","-1.055","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1981","1981","°c","-0.131","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1982","1982","°c","-0.534","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1983","1983","°c","2.002","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1984","1984","°c","-1.301","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1985","1985","°c","0.307","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1986","1986","°c","0.089","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1987","1987","°c","-0.161","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1988","1988","°c","-0.321","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1989","1989","°c","0.747","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1990","1990","°c","0.256","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1991","1991","°c","1.044","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1992","1992","°c","0.556","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1993","1993","°c","-0.668","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1994","1994","°c","1.101","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1995","1995","°c","0.282","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1996","1996","°c","-1.735","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1997","1997","°c","0.555","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1998","1998","°c","2.701","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","1999","1999","°c","0.383","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2000","2000","°c","-0.216","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2001","2001","°c","0.837","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2002","2002","°c","1.906","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2003","2003","°c","1.107","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2004","2004","°c","0.932","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2005","2005","°c","0.773","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2006","2006","°c","-0.71","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2007","2007","°c","-0.348","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2008","2008","°c","0.811","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2009","2009","°c","0.596","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2010","2010","°c","-0.895","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2011","2011","°c","-0.323","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2012","2012","°c","0.349","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2013","2013","°c","-0.22","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2015","2015","°c","1.45","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2016","2016","°c","1.679","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2017","2017","°c","1.029","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2018","2018","°c","1.858","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2019","2019","°c","0.413","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2020","2020","°c","-0.623","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2021","2021","°c","0.993","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2022","2022","°c","1.978","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7004","April","2023","2023","°c","1.822","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1961","1961","°c","0.999","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1962","1962","°c","0.372","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1963","1963","°c","1.163","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1964","1964","°c","0.585","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1965","1965","°c","-0.44","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1966","1966","°c","-0.621","E","Estimated value"
"ET","Temperature change on land","392","Japan","7271","Temperature change","7005","May","1967","1967","°c","1.145","E","Estimated value"
